ID,y
1,73.00142669677734
2,90.04794311523438
3,77.10645294189453
4,79.1501693725586
5,107.52698516845703
8,90.08734893798828
10,110.8260498046875
11,89.90165710449219
12,114.1933822631836
14,93.3290023803711
15,116.47064971923828
16,104.44837188720703
17,99.8254623413086
19,94.31351470947266
20,106.33061981201172
21,98.4642333984375
22,117.45235443115234
23,100.2848892211914
26,95.09186553955078
28,97.87320709228516
29,100.2848892211914
33,100.2848892211914
35,95.1783676147461
41,99.80226135253906
42,95.05457305908203
43,118.74519348144531
45,103.768310546875
46,101.73845672607422
51,94.06497192382812
53,85.74002838134766
55,114.80322265625
56,93.42975616455078
57,103.68293762207031
58,94.21028137207031
59,101.28015899658203
63,112.4395523071289
64,94.94242095947266
65,103.9906234741211
69,92.4686508178711
71,96.87256622314453
72,101.68798065185547
73,93.0513687133789
76,101.0743179321289
77,107.00801849365234
78,114.9219741821289
82,94.57843780517578
83,103.9906234741211
84,93.91242980957031
85,103.3731460571289
87,111.75106811523438
88,99.80226135253906
89,113.56062316894531
91,93.80956268310547
93,93.38050842285156
94,105.73127746582031
95,93.32637023925781
96,110.31942749023438
97,92.86934661865234
98,111.34764099121094
99,92.96794128417969
101,104.25725555419922
103,113.56062316894531
104,91.96654510498047
105,112.06900787353516
110,96.36957550048828
111,109.77525329589844
113,114.6056137084961
114,95.07897186279297
115,110.95121002197266
117,113.56062316894531
120,91.3871078491211
121,114.90747833251953
122,92.935546875
123,113.2029037475586
126,110.81963348388672
132,112.90637969970703
135,105.37157440185547
137,106.65457916259766
138,95.23578643798828
140,92.43807983398438
142,111.1203384399414
144,113.75965118408203
148,88.9932861328125
149,113.47486114501953
155,94.41480255126953
156,112.12384796142578
157,92.86934661865234
162,114.17308807373047
163,95.3300552368164
167,94.60786437988281
172,118.74519348144531
179,114.17430877685547
180,94.33871459960938
181,110.19898223876953
182,95.68279266357422
183,113.56062316894531
185,113.56062316894531
187,112.66034698486328
188,93.76705169677734
189,94.37220001220703
191,92.66686248779297
192,115.91485595703125
193,95.06967163085938
194,112.94878387451172
195,91.3167953491211
196,113.76043701171875
198,95.92724609375
199,111.95343780517578
201,105.75719451904297
204,94.27220916748047
205,105.21234130859375
206,91.65923309326172
210,94.1682357788086
211,104.25725555419922
216,114.03591918945312
219,117.43912506103516
220,91.02445220947266
221,110.42980194091797
226,110.19898223876953
227,93.34879302978516
228,111.97301483154297
230,111.83712005615234
231,92.86934661865234
235,117.42916107177734
236,93.02848815917969
238,112.83574676513672
242,105.9128189086914
243,92.56636810302734
244,78.95445251464844
245,111.68932342529297
247,113.30404663085938
248,92.21125030517578
249,94.7292709350586
250,113.02559661865234
251,93.02848815917969
253,117.42916107177734
254,91.08798217773438
256,94.88780975341797
257,91.5786361694336
258,116.3599624633789
259,93.65770721435547
262,77.59481811523438
266,93.2714614868164
267,112.4897689819336
272,102.24336242675781
273,113.56062316894531
275,93.40848541259766
276,115.8276138305664
279,94.38870239257812
280,103.9906234741211
283,92.8708724975586
285,111.54120635986328
288,113.56062316894531
289,96.69821166992188
290,106.59716033935547
291,94.3794937133789
292,110.44278717041016
293,110.9228286743164
296,92.35426330566406
297,112.42578887939453
298,115.81076049804688
299,94.35393524169922
304,91.1410903930664
305,78.02410125732422
306,94.03760528564453
307,110.7858657836914
311,116.81513977050781
313,111.0877685546875
314,91.38436126708984
316,90.0639419555664
324,89.67267608642578
327,95.73436737060547
329,92.87616729736328
330,112.42237854003906
337,105.68025207519531
338,93.0379409790039
339,104.41761016845703
340,94.57998657226562
343,93.86013793945312
345,116.22293853759766
346,95.82978057861328
347,112.45862579345703
349,114.61187744140625
350,92.7481460571289
352,112.0188980102539
353,91.38802337646484
354,77.8529281616211
357,93.0700912475586
358,109.97603607177734
362,113.29212188720703
364,117.32536315917969
365,103.74224090576172
366,95.9239730834961
367,113.52558135986328
368,96.81682586669922
370,77.55261993408203
373,94.65758514404297
377,90.7231216430664
