id,price_doc
30474,5061057.0
30475,7359428.0
30476,5442355.5
30477,5338317.5
30478,5391887.5
30479,7761927.0
30480,4644783.0
30481,4508804.0
30482,4568200.0
30483,4568496.0
30484,5884241.5
30485,5192661.5
30486,3684470.0
30487,4456695.5
30488,5260554.0
30489,6313718.5
30490,15697434.0
30491,14853587.0
30492,6236253.0
30493,12712412.0
30494,6940423.0
30495,8696196.0
30496,9758068.0
30497,7620957.0
30498,4668965.0
30499,7895612.0
30500,10305158.0
30501,6438970.0
30502,3452130.75
30503,5818717.0
30504,5585920.0
30505,11435002.0
30506,3840801.75
30507,4944421.0
30508,5939941.0
30509,7313732.5
30510,8634292.0
30511,6047756.5
30512,6075215.0
30513,4660574.5
30514,4355661.5
30515,8663375.0
30516,5856468.0
30517,9648688.0
30518,6504732.5
30519,4555653.0
30520,6016663.0
30521,5362396.5
30522,7510035.5
30523,5628663.0
30524,8646323.0
30525,6664356.5
30526,5278505.0
30527,5645877.0
30528,5573830.0
30529,5917150.0
30530,5808139.0
30531,11186698.0
30532,5155732.0
30533,9142027.0
30534,6900099.0
30535,8668789.0
30536,5927299.5
30537,10257819.0
30538,4450236.0
30539,11064491.0
30540,8681240.0
30541,6117015.5
30542,2930369.25
30543,5086062.5
30544,6919538.5
30545,7676079.0
30546,4545688.5
30547,8142975.5
30548,4748129.0
30549,5349871.5
30550,10561739.0
30551,5124393.5
30552,2772746.0
30553,6667592.0
30554,10894947.0
30555,6720662.0
30556,7830126.5
30557,7468645.5
30558,8592973.0
30559,5982271.0
30560,5543856.5
30561,6328832.0
30562,10086100.0
30563,4907501.5
30564,6241572.0
30565,7276220.5
30566,7357182.5
30567,2891697.5
30568,9066576.0
30569,7978161.0
30570,5669461.0
30571,6755697.0
30572,5157900.5
30573,6019452.5
30574,5757896.5
30575,6184011.5
30576,4541390.0
30577,4467875.0
30578,3779647.5
30579,6531960.5
30580,5015751.0
30581,4775421.5
30582,9716836.0
30583,6908863.0
30584,4358267.0
30585,2838448.25
30586,8896896.0
30587,6171480.0
30588,6589504.0
30589,7077695.5
30590,11688639.0
30591,5362509.0
30592,6422209.5
30593,8939489.0
30594,9236850.0
30595,5359231.5
30596,6371800.0
30597,6022943.5
30598,8764427.0
30599,10599073.0
30600,6142386.0
30601,5644391.5
30602,2820337.25
30603,10829375.0
30604,4670372.0
30605,6168402.5
30606,14795763.0
30607,6717074.0
30608,7277407.0
30609,6320550.5
30610,3243168.5
30611,5939941.0
30612,6786460.0
30613,7373626.0
30614,14818243.0
30615,7025811.5
30616,5935813.0
30617,8299140.0
30618,4754785.5
30619,4893770.5
30620,3373995.75
30621,7766577.0
30622,6825052.0
30623,6012929.0
30624,7039560.5
30625,7574396.5
30626,6101767.5
30627,7108046.5
30628,6012866.0
30629,5026520.5
30630,4989468.5
30631,6223675.0
30632,3681751.25
30633,5403294.5
30634,10770543.0
30635,8681240.0
30636,5158997.5
30637,8653896.0
30638,5669629.0
30639,6679130.5
30640,4773969.0
30641,7779127.0
30642,5410513.5
30643,7685147.0
30644,8764427.0
30645,6608717.5
30646,5076283.5
30647,5271824.0
30648,15642649.0
30649,3276107.25
30650,4873892.0
30651,3840801.75
30652,4761306.5
30653,6660938.0
30654,4465958.0
30655,8828089.0
30656,4227897.0
30657,6058754.0
30658,7727472.0
30659,5016880.0
30660,7482383.5
30661,5898844.5
30662,8407865.0
30663,11866550.0
30664,9978276.0
30665,6320550.5
30666,3412244.0
30667,3888107.25
30668,7726536.0
30669,4013947.75
30670,3058228.5
30671,7527718.0
30672,10634307.0
30673,9575172.0
30674,10717590.0
30675,2930369.25
30676,6620350.0
30677,4619404.5
30678,13952056.0
30679,5967712.0
30680,6140822.0
30681,2807954.25
30682,6692609.5
30683,8858990.0
30684,5086213.0
30685,7351964.0
30686,8647213.0
30687,5354925.0
30688,5032266.5
30689,9785839.0
30690,15642649.0
30691,4700054.0
30692,5896150.5
30693,9730468.0
30694,5170400.0
30695,6529419.5
30696,6216705.0
30697,9799549.0
30698,7309256.0
30699,5283380.0
30700,5157900.5
30701,8764427.0
30702,6005708.0
30703,3962465.0
30704,10382001.0
30705,7554500.0
30706,15646916.0
30707,4228300.0
30708,12318613.0
30709,5317754.0
30710,6961602.5
30711,4546933.0
30712,4385183.0
30713,5123700.0
30714,6252844.5
30715,3716177.0
30716,8858990.0
30717,5827602.5
30718,10092355.0
30719,13298070.0
30720,6472437.5
30721,4768736.0
30722,6607199.0
30723,6397629.5
30724,11004194.0
30725,6051333.5
30726,10740674.0
30727,8663375.0
30728,10312237.0
30729,4218327.5
30730,5603233.5
30731,6800778.5
30732,5260413.5
30733,9965191.0
30734,5976095.5
30735,5729353.0
30736,6382747.5
30737,6357699.5
30738,5562832.5
30739,4375491.5
30740,6813950.5
30741,10559402.0
30742,4747128.5
30743,5336780.5
30744,9114448.0
30745,6706224.5
30746,5794446.0
30747,10738011.0
30748,13844378.0
30749,5257710.5
30750,6032457.5
30751,4378539.0
30752,6723803.5
30753,8688595.0
30754,5488195.5
30755,5039355.0
30756,9047453.0
30757,5599788.0
30758,8456412.0
30759,5992389.0
30760,5137316.5
30761,8436097.0
30762,6924199.0
30763,10382001.0
30764,6408242.0
30765,4907033.5
30766,3623810.25
30767,8835568.0
30768,4612726.0
30769,6716273.5
30770,6320550.5
30771,3357065.0
30772,7508674.5
30773,7707012.0
30774,5968486.0
30775,8836470.0
30776,5552888.5
30777,6308416.0
30778,8353238.0
30779,5708339.0
30780,6921571.5
30781,5907750.5
30782,4633223.0
30783,5684707.5
30784,3723729.75
30785,5346495.0
30786,4649902.0
30787,6877178.0
30788,5824358.0
30789,7044819.5
30790,6002999.5
